Order Id,Market,Order Region,Latitude,Longitude
6245,LATAM,South America,18.25061035,-66.37062836
52166,LATAM,Caribbean,18.27340317,-66.37052155
56172,LATAM,Caribbean,18.29137993,-66.3705368
55829,LATAM,Caribbean,18.24738884,-66.37057495
52478,LATAM,Central America,18.27920532,-66.37055206
57242,LATAM,Central America,17.98249054,-66.1126709
3137,LATAM,Central America,18.24496079,-66.3705368
60127,LATAM,South America,18.28453636,-66.37060547
3828,LATAM,Central America,18.28339195,-66.37051392
60386,LATAM,South America,18.22172546,-66.37059021
973,LATAM,Caribbean,18.25333214,-66.37051392
57999,LATAM,Central America,18.22976875,-66.37052918
54585,LATAM,South America,18.22978401,-66.37054443
57598,LATAM,Caribbean,18.22758102,-66.04357147
54274,LATAM,Central America,18.22297287,-66.37059021
60673,LATAM,Central America,18.24120712,-66.37050629
59387,LATAM,Central America,18.05199051,-66.50184631
52640,LATAM,South America,18.26378822,-66.37052918
10007,LATAM,South America,18.20664215,-66.37052918
55984,LATAM,Central America,18.27825165,-66.37059784
52478,LATAM,Central America,18.27920532,-66.37055206
58375,LATAM,Central America,17.98249054,-66.1126709
56448,LATAM,Caribbean,18.22776032,-66.37059021
8221,LATAM,South America,18.2362442,-66.37062073
58034,LATAM,Central America,18.21949196,-66.37052918
2203,LATAM,Central America,18.25289154,-66.37058258
53069,LATAM,South America,18.22985077,-66.37062073
60146,LATAM,Central America,18.22190094,-66.37052155
55409,LATAM,South America,18.26019096,-66.37052918
8678,LATAM,Central America,18.28128624,-66.37050629
7980,LATAM,Central America,18.21101761,-66.37052918
57185,LATAM,Central America,18.22019768,-66.37058258
8636,LATAM,South America,18.25534058,-66.37050629
61192,LATAM,South America,18.23215866,-66.37059021
55876,LATAM,Central America,18.20737648,-66.37055206
53331,LATAM,Central America,18.27331543,-66.37060547
51725,LATAM,Central America,18.2626648,-66.3706131
52562,LATAM,South America,18.26016426,-66.37059021
59754,LATAM,Central America,18.24535179,-66.37059784
53574,LATAM,Central America,18.21775055,-66.37060547
399,LATAM,Central America,18.29214859,-66.3706131
51050,Africa,Central Africa,18.26737404,-66.37062836
45680,Africa,North Africa,18.29659462,-66.37059021
42992,Africa,East Africa,18.27468491,-66.37056732
41304,Africa,North Africa,18.21944618,-66.37057495
45680,Africa,North Africa,18.29659462,-66.37059021
44253,Africa,West Africa,18.23975563,-66.37059021
46098,Africa,North Africa,18.2643261,-66.37060547
41304,Africa,North Africa,18.21944618,-66.37057495
71077,Europe,Southern Europe,18.27085495,-66.03705597
69703,Europe,Western Europe,18.23665237,-66.0370636
71112,Europe,Western Europe,18.28206062,-66.03705597
69810,Europe,Western Europe,18.21524239,-66.03705597
71092,Europe,Western Europe,18.25598526,-66.03705597
69610,Europe,Southern Europe,18.28172112,-66.03705597
71000,Europe,Western Europe,18.23458481,-66.03705597
70734,Europe,Northern Europe,18.25249672,-66.03704834
69626,Europe,Western Europe,18.25508499,-66.03705597
69482,Europe,Western Europe,18.28042221,-66.0370636
70769,Europe,Northern Europe,18.23288918,-66.0370636
69643,Europe,Southern Europe,18.22864342,-66.0370636
71051,Europe,Northern Europe,18.29532433,-66.03705597
69408,Europe,Southern Europe,18.24217796,-66.0370636
71123,Europe,Southern Europe,18.25569725,-66.0370636
70534,Europe,Western Europe,18.26639938,-66.0370636
69641,Europe,Southern Europe,18.23524284,-66.03705597
70960,Europe,Western Europe,18.25786781,-66.03705597
69908,Europe,Northern Europe,18.22337914,-66.03705597
70957,Europe,Western Europe,18.23107529,-66.03705597
69637,Europe,Western Europe,18.26862907,-66.03705597
70955,Europe,Northern Europe,18.22708893,-66.0370636
70919,Europe,Southern Europe,18.23437882,-66.03705597
71009,Europe,Western Europe,18.29236603,-66.0370636
69653,Europe,Northern Europe,18.21356773,-66.0370636
69527,Europe,Southern Europe,18.2920475,-66.0370636
71080,Europe,Western Europe,18.24609184,-66.0370636
70544,Europe,Northern Europe,18.20939446,-66.03705597
69471,Europe,Northern Europe,18.29184341,-66.03704834
68879,Europe,Western Europe,18.2275734,-66.0437088
67214,Europe,Southern Europe,18.28542137,-66.37056732
17810,Europe,Northern Europe,18.24692345,-66.37057495
18793,Europe,Northern Europe,18.23379898,-66.37056732
65109,Europe,Western Europe,18.24496079,-66.3705368
15673,Europe,Northern Europe,18.23220825,-66.37062836
18183,Europe,Western Europe,18.26521111,-66.37055206
20234,Europe,Western Europe,18.28570366,-66.37050629
13139,Europe,Western Europe,18.2968502,-66.37062836
33824,USCA,US Center ,40.65486527,-73.58707428
31364,USCA,West of USA ,38.74266434,-76.9917984
40495,USCA,West of USA ,35.36254501,-119.0186996
31364,USCA,West of USA ,38.74266434,-76.9917984
34506,USCA,West of USA ,40.74210739,-73.86962128
33607,USCA,West of USA ,39.28849411,-84.3551178
32617,USCA,East of USA,39.1836586,-77.26545715
37496,USCA,US Center ,32.96593094,-96.84902191
32617,USCA,East of USA,39.1836586,-77.26545715
49075,USCA,Canada,29.83435631,-95.33792877
33824,USCA,US Center ,40.65486527,-73.58707428
49075,USCA,Canada,29.83435631,-95.33792877
41623,USCA,Canada,40.2372818,-76.96795654
39271,USCA,East of USA,34.20339966,-118.6059036
38598,USCA,US Center ,21.31185532,-158.0046844
37845,USCA,US Center ,40.09635925,-74.21524048
42331,Africa,East Africa,43.21662521,-75.45603943
41345,Africa,North Africa,33.21121979,-117.2510605
51168,Africa,West Africa,32.8013916,-97.3302536
51168,Africa,West Africa,32.8013916,-97.3302536
43599,Africa,North Africa,43.78569031,-88.47438049
41901,Africa,West Africa,39.79661942,-75.47006989
42751,Africa,East Africa,34.07656479,-117.61409
45088,Africa,North Africa,28.62217712,-81.20755768
50489,Africa,North Africa,42.9666214,-78.74194336
44409,Africa,West Africa,21.30562019,-157.8386993
42101,Africa,North Africa,33.18587494,-117.3658524
50424,Africa,North Africa,43.02910233,-78.87342072
49825,Africa,West Africa,36.82690048,-119.6776962
41294,Africa,North Africa,40.70170975,-73.80841827
42023,Africa,West Africa,38.69002152,-90.14477539
47774,Africa,North Africa,42.41968918,-71.10621643
41827,Africa,Southern Africa,34.04991913,-117.7161026
47193,Africa,North Africa,33.41519928,-111.9199905
42626,Africa,North Africa,33.74279404,-117.8847504
46199,Africa,West Africa,39.9602356,-76.67675781
48468,Africa,West Africa,39.74543381,-104.8753815
51009,Africa,East Africa,34.27391052,-118.7662125
46229,Africa,Southern Africa,39.04636002,-76.98272705
42882,Africa,East Africa,44.72552109,-93.20613098
46827,Africa,East Africa,29.45598984,-98.52809143
48684,Africa,East Africa,39.95672989,-75.19525909
48684,Africa,East Africa,39.95672989,-75.19525909
46416,Africa,North Africa,40.03775024,-75.06806183
47343,Africa,Southern Africa,40.86353684,-73.87049866
41686,Pacific Asia,West Asia,35.60034943,-77.33486939
41896,Pacific Asia,West Asia,40.80119324,-74.48561096
28168,Pacific Asia,Oceania,32.77627945,-117.1342163
24992,Pacific Asia,Oceania,34.19039154,-119.177803
30851,Pacific Asia,Oceania,25.82507515,-80.19588471
25074,Pacific Asia,Oceania,35.13143921,-106.5452042
76870,Pacific Asia,Oceania,35.18754196,-101.8676224
25163,Pacific Asia,South Asia,28.08681297,-82.43898773
28036,Pacific Asia,South Asia,44.07210541,-12.13232708
22679,Pacific Asia,Southeast Asia,40.41255188,-74.41832733
23610,Pacific Asia,Southeast Asia,34.85777283,-80.84423828
42828,Pacific Asia,West Asia,34.06832504,-117.6557541
41896,Pacific Asia,West Asia,40.80119324,-74.48561096
48713,Pacific Asia,West Asia,29.7805748,-95.17199707
45668,Pacific Asia,West Asia,37.05174255,-76.40163422
74796,Pacific Asia,Eastern Asia,40.74559021,-73.97927856
27918,Pacific Asia,Eastern Asia,35.93829727,-118.9438477
30097,Pacific Asia,Oceania,45.59825897,-12.27242851
30966,Pacific Asia,Oceania,41.3469696,-81.82631683
30063,Pacific Asia,Oceania,31.65174103,-106.2676239
22019,Pacific Asia,South Asia,29.77310181,-100.6121979
24230,Pacific Asia,Southeast Asia,42.9666214,-78.74194336
48713,Pacific Asia,West Asia,29.7805748,-95.17199707
42353,Pacific Asia,West Asia,40.86649323,-111.8493271
45668,Pacific Asia,West Asia,37.05174255,-76.40163422
42134,Pacific Asia,Central Asia,47.39371109,-122.2228317
21522,Pacific Asia,Eastern Asia,41.74866486,-87.66320038
23767,Pacific Asia,Eastern Asia,41.95851135,-70.66861725
25433,Pacific Asia,Eastern Asia,40.59949493,-73.76248169
73893,Pacific Asia,Eastern Asia,29.66958237,-95.24147034
30085,Pacific Asia,Oceania,40.01562119,-75.08410645
30172,Pacific Asia,Oceania,34.27391052,-118.7662125
27478,Pacific Asia,Oceania,42.39807892,-83.20157623
76976,Pacific Asia,Oceania,33.77366638,-118.0033035
24063,Pacific Asia,South Asia,32.74953461,-117.1046524
51209,Pacific Asia,South Asia,41.89551926,-87.71821594
73839,Pacific Asia,South Asia,33.99459839,-117.9534302
74723,Pacific Asia,Southeast Asia,37.32554245,-121.7993469
26821,Pacific Asia,Southeast Asia,21.30562019,-157.8386993
77102,Pacific Asia,Southeast Asia,41.71363831,-81.36167908
41608,Pacific Asia,West Asia,37.34306717,-121.9839325
47009,Pacific Asia,West Asia,33.68896103,-117.9957428
49916,Pacific Asia,Central Asia,33.79319763,-118.1895294
29746,Pacific Asia,Eastern Asia,33.75820923,-118.0019073
72533,Pacific Asia,Eastern Asia,26.21472931,-80.23004913
48608,Africa,West Africa,34.13932037,-117.9074402
45506,Africa,West Africa,26.0984993,-80.27095032
45027,Africa,West Africa,29.46007919,-98.52754211
46308,Africa,Central Africa,40.35742188,-74.64842224
43685,Africa,West Africa,40.50980377,-74.26966858
41893,Africa,Central Africa,25.93001556,-80.16291046
46339,Africa,Central Africa,39.27056122,-84.27059174
46667,Africa,West Africa,36.91083145,-76.12958527
47647,Africa,East Africa,38.15983963,-85.59026337
48565,Africa,East Africa,43.16891098,-78.69216156
43889,Africa,West Africa,41.89491653,-87.76180267
45138,Africa,Central Africa,40.58441544,-74.15991974
44160,Africa,Central Africa,32.27982712,-110.9582291
49214,Africa,West Africa,41.92736816,-70.7484436
41825,Africa,Southern Africa,41.47653961,-81.72341919
44504,Africa,West Africa,40.87030411,-73.87062073
44496,Africa,East Africa,42.42012024,-79.31320953
45559,Africa,West Africa,37.92684937,-121.3893051
44074,Africa,West Africa,35.18754196,-101.8676224
49857,Africa,North Africa,39.45571137,-77.96917725
41786,Africa,North Africa,39.6300354,-78.74319458
48042,Africa,West Africa,40.56959915,-89.64508057
44301,Africa,North Africa,30.49767876,-84.23183441
41591,Africa,East Africa,30.35342217,-81.51309204
44981,Africa,North Africa,42.00220108,-71.51410675
41545,Africa,Southern Africa,38.1355629,-121.2693405
49910,Africa,Southern Africa,33.71007919,-84.11247253
19590,Europe,Western Europe,41.7158165,-87.7405777
43650,Europe,Eastern Europe,42.39391327,-83.00836945
15202,Europe,Western Europe,34.10591126,-118.1196442
15462,Europe,Southern Europe,42.34568787,-83.52059174
15155,Europe,Western Europe,43.02910233,-78.87342072
64451,Europe,Western Europe,33.58987427,-112.1163712
67028,Europe,Western Europe,30.0380249,-90.25691986
62336,Europe,Western Europe,40.33852005,-80.1289444
11334,Europe,Western Europe,29.50280953,-98.5945282
62885,Europe,Southern Europe,40.20738983,-74.79347992
66998,Europe,Southern Europe,35.21362686,-89.82608032
47002,Europe,Eastern Europe,47.30304337,-122.3528137
63445,Europe,Southern Europe,32.69542313,-117.0990067
67566,Europe,Western Europe,42.0063591,-87.66739655
18884,Europe,Western Europe,34.12594605,-118.2910156
18845,Europe,Southern Europe,40.87142944,-73.87063599
66854,Europe,Northern Europe,33.56687927,-117.7633209
46955,Europe,Eastern Europe,41.88238525,-88.20149994
55002,LATAM,Central America,34.06787491,-117.9273758
60445,LATAM,South America,34.24124908,-119.1945419
53586,LATAM,Central America,38.91826248,-77.03946686
56618,LATAM,Central America,27.96565437,-82.25280762
51865,LATAM,South America,21.41555023,-157.803894
2937,LATAM,South America,34.26494217,-119.218605
54446,LATAM,South America,40.64059448,-73.97518921
58623,LATAM,Central America,33.22548676,-117.3070679
7411,LATAM,South America,32.73230743,-97.47290802
5348,LATAM,Central America,41.95851135,-70.66861725
59742,LATAM,Caribbean,40.64059448,-73.97518921
59498,LATAM,Central America,41.48426819,-81.5922699
3459,LATAM,Caribbean,39.92448425,-75.1757431
8470,LATAM,Central America,38.11602402,-121.3637238
53455,LATAM,South America,35.40139771,-119.0448837
2014,LATAM,Central America,39.94662857,-75.21822357
55899,LATAM,Central America,33.78245163,-118.1922455
52582,LATAM,Central America,37.3288765,-121.8501511
56222,LATAM,Central America,35.75965881,-86.26461029
57829,LATAM,South America,33.0895195,-117.2552032
56217,LATAM,Central America,39.3985405,-84.55661774
5893,LATAM,Central America,29.69653702,-95.6459198
5528,LATAM,Central America,40.82476044,-73.94992065
367,LATAM,South America,37.67551041,-122.0496826
52353,LATAM,South America,39.42603684,-75.23985291
1784,LATAM,South America,39.45571137,-77.96917725
60317,LATAM,Caribbean,40.74032211,-73.30113983
6776,LATAM,Central America,42.11048508,-88.08236694
4487,LATAM,Central America,33.08282852,-82.9998703
9681,LATAM,Central America,34.1971817,-118.4865265
60868,LATAM,Central America,25.94878006,-80.28707886
53231,LATAM,Central America,34.09960938,-118.3507385
52601,LATAM,South America,44.95698166,-93.06536865
4660,LATAM,South America,40.52578354,-74.39421845
3539,LATAM,South America,29.73701477,-94.96875763
53231,LATAM,Central America,34.09960938,-118.3507385
54488,LATAM,South America,34.31019974,-118.4530792
6776,LATAM,Central America,42.11048508,-88.08236694
52549,LATAM,Central America,44.05973816,-12.13093758
60361,LATAM,Central America,29.73701477,-94.96875763
8470,LATAM,Central America,38.11602402,-121.3637238
5712,LATAM,South America,25.89801979,-80.24020386
9309,LATAM,South America,44.77007294,-93.28409576
8095,LATAM,South America,40.85692978,-73.39674377
75892,Pacific Asia,South Asia,18.29136658,-66.03705597
75891,Pacific Asia,Eastern Asia,37.34466934,-122.0356674
75890,Pacific Asia,Eastern Asia,29.60960579,-95.61593628
75889,Pacific Asia,South Asia,18.26264191,-66.03705597
75888,Pacific Asia,South Asia,42.34962845,-71.15328217
75887,Pacific Asia,South Asia,18.25866509,-66.03705597
75886,Pacific Asia,Oceania,33.77395248,-117.9618988
75885,Pacific Asia,Southeast Asia,18.21509743,-66.0370636
75884,Pacific Asia,Oceania,46.81184387,-100.7877197
75883,Pacific Asia,Eastern Asia,18.20598602,-66.03705597
75882,Pacific Asia,Eastern Asia,39.14162064,-77.2270813
75881,Pacific Asia,Eastern Asia,18.20355415,-66.03705597
75880,Pacific Asia,Eastern Asia,46.81184387,-100.7877197
75879,Pacific Asia,South Asia,21.32156754,-157.8721771
75878,Pacific Asia,South Asia,33.90219879,-84.15373993
75877,Pacific Asia,Southeast Asia,18.21857071,-66.03705597
75876,Pacific Asia,Southeast Asia,36.91083145,-76.12958527
75875,Pacific Asia,Southeast Asia,34.13932037,-117.9074402
75874,Pacific Asia,Southeast Asia,33.78245163,-118.1922455
75873,Pacific Asia,South Asia,40.86618042,-73.87023926
75872,Pacific Asia,South Asia,18.27690888,-66.03705597
75871,Pacific Asia,South Asia,40.3957901,-111.5488815
75870,Pacific Asia,South Asia,35.56920242,-87.08045197
75869,Pacific Asia,South Asia,18.25554657,-66.03705597
75868,Pacific Asia,Eastern Asia,37.92684937,-121.3893127
75867,Pacific Asia,Southeast Asia,34.02061462,-84.42745972
75866,Pacific Asia,Southeast Asia,18.23998261,-66.03705597
75865,Pacific Asia,Oceania,42.83187103,-86.07852173
75864,Pacific Asia,Oceania,42.25645828,-83.41688538
75863,Pacific Asia,Oceania,40.66080093,-73.92007446
75862,Pacific Asia,Oceania,18.2498951,-66.0370636
75861,Pacific Asia,Oceania,39.68975067,-105.0245895
75860,Pacific Asia,Oceania,42.52365494,-85.69445801
75859,Pacific Asia,Eastern Asia,18.29883003,-66.0370636
75858,Pacific Asia,Oceania,41.7828064,-87.61464691
75857,Pacific Asia,Oceania,18.29244614,-66.0370636
75856,Pacific Asia,Eastern Asia,42.40109634,-82.92513275
75855,Pacific Asia,Southeast Asia,18.20002747,-66.03704834
75854,Pacific Asia,Southeast Asia,36.04489517,-86.35327148
75853,Pacific Asia,Eastern Asia,18.23353386,-66.0370636
75852,Pacific Asia,South Asia,41.47214127,-81.73681641
75851,Pacific Asia,Eastern Asia,18.28108215,-66.03705597
75850,Pacific Asia,South Asia,43.16891098,-78.69216156
75849,Pacific Asia,South Asia,18.20433235,-66.03705597
75848,Pacific Asia,South Asia,38.77838135,-90.50777435
75847,Pacific Asia,South Asia,34.09960938,-118.3507385
75846,Pacific Asia,South Asia,37.32138825,-122.0307388
75845,Pacific Asia,Southeast Asia,18.23747444,-66.0370636
75844,Pacific Asia,Southeast Asia,37.15639114,-93.28601074
75843,Pacific Asia,Southeast Asia,18.28423882,-66.03704834
75842,Pacific Asia,Southeast Asia,33.64875412,-117.6374283
75841,Pacific Asia,Southeast Asia,34.11436462,-118.192482
75840,Pacific Asia,Eastern Asia,18.23448372,-66.0370636
75839,Pacific Asia,Eastern Asia,34.0256691,-84.35742188
75838,Pacific Asia,Eastern Asia,18.2726593,-66.03705597
75837,Pacific Asia,Southeast Asia,42.24398804,-83.61991119
75836,Pacific Asia,Southeast Asia,40.64059448,-73.97518921
75835,Pacific Asia,South Asia,18.28867149,-66.0370636
75834,Pacific Asia,South Asia,33.57873154,-112.266098
75833,Pacific Asia,South Asia,18.20901108,-66.03705597
75832,Pacific Asia,South Asia,33.76652145,-117.9461899
75831,Pacific Asia,South Asia,18.29984283,-66.03705597
75830,Pacific Asia,Southeast Asia,39.81664658,-74.98467255
75829,Pacific Asia,Southeast Asia,35.28209686,-89.97310638
75828,Pacific Asia,Southeast Asia,36.0810051,-86.6870575
75827,Pacific Asia,Oceania,18.27984047,-66.03704834
75826,Pacific Asia,Southeast Asia,40.65987396,-112.0028687
75825,Pacific Asia,Southeast Asia,18.25708389,-66.03704834
75824,Pacific Asia,South Asia,35.36254501,-119.0186996
75823,Pacific Asia,South Asia,18.21950722,-66.03704834
75822,Pacific Asia,South Asia,34.07363892,-117.7083511
75821,Pacific Asia,South Asia,18.25214958,-66.03705597
75820,Pacific Asia,Southeast Asia,30.49506187,-84.24580383
75819,Pacific Asia,Southeast Asia,18.2536087,-66.0370636
75818,Pacific Asia,Oceania,40.68703461,-73.62446594
75817,Pacific Asia,Oceania,18.26331902,-66.03705597
75816,Pacific Asia,Southeast Asia,40.76861954,-73.90949249
75815,Pacific Asia,Eastern Asia,37.01370621,-121.5893478
75814,Pacific Asia,Eastern Asia,18.21694946,-66.03705597
75813,Pacific Asia,Southeast Asia,34.13360977,-117.9058914
75812,Pacific Asia,Oceania,18.28720284,-66.03705597
75811,Pacific Asia,Eastern Asia,36.11019898,-81.52600861
75810,Pacific Asia,Eastern Asia,40.88164902,-81.25228119
75809,Pacific Asia,Eastern Asia,44.63076019,-123.1084366
75808,Pacific Asia,Eastern Asia,18.1501503,-65.82595062
75807,Pacific Asia,Eastern Asia,18.24564171,-66.03705597
75806,Pacific Asia,Eastern Asia,40.68665695,-73.37553406
75805,Pacific Asia,Oceania,41.42148209,-82.09407044
75804,Pacific Asia,Oceania,18.20097351,-66.03704834
75803,Pacific Asia,Oceania,33.93642426,-117.4205856
75802,Pacific Asia,Oceania,18.29039574,-66.03705597
75801,Pacific Asia,South Asia,33.83179474,-118.261322
75800,Pacific Asia,South Asia,33.41001129,-111.7717972
75799,Pacific Asia,Southeast Asia,18.26308632,-66.03705597
75798,Pacific Asia,South Asia,21.343153,-157.906601
75797,Pacific Asia,Eastern Asia,18.26687813,-66.03705597
5895,LATAM,Central America,18.23131371,-66.37062836
3130,LATAM,Central America,18.22298622,-66.37062836
49521,Pacific Asia,West Asia,18.24115372,-66.37056732
30305,Pacific Asia,Oceania,18.27383804,-66.37063599
50054,Pacific Asia,West Asia,18.29496765,-66.37050629
27772,Pacific Asia,Southeast Asia,18.24503517,-66.3706131
47752,Pacific Asia,Eastern Asia,18.2848053,-66.37059021
31296,Pacific Asia,Southeast Asia,18.20116615,-66.37051392
22076,Pacific Asia,Eastern Asia,18.28177071,-66.3705368
25665,Pacific Asia,Oceania,18.22202492,-66.37055969
31296,Pacific Asia,Southeast Asia,18.20116615,-66.37051392
22819,Pacific Asia,Oceania,18.21871948,-66.37054443
27099,Pacific Asia,Oceania,18.25518417,-66.3706131
28292,Pacific Asia,South Asia,18.29124832,-66.37056732
39159,USCA,West of USA ,18.23452568,-66.37062073
32090,USCA,West of USA ,18.28279495,-66.37055969
34631,USCA,West of USA ,18.22754669,-66.04360199
37669,USCA,East of USA,18.28764534,-66.3706131
37669,USCA,East of USA,18.28764534,-66.3706131
34773,USCA,US Center ,18.27466202,-66.37058258
40085,USCA,South of  USA ,18.23387528,-66.3705368
47262,Africa,Southern Africa,18.2833519,-66.37052155
44771,Africa,Southern Africa,18.2248497,-66.37051392
13890,Europe,Western Europe,18.26249504,-66.3705368
17071,Europe,Western Europe,18.23684692,-66.37060547
11321,Europe,Western Europe,18.24496269,-66.37059021
64813,Europe,Northern Europe,18.24069786,-66.37055969
17162,Europe,Northern Europe,18.02538109,-66.61508179
12827,Europe,Western Europe,18.35921478,-66.07779694
11936,Europe,Western Europe,18.2275734,-66.0435791
68337,Europe,Western Europe,18.20705986,-66.37054443
45746,Europe,Eastern Europe,18.24979973,-66.37058258
64813,Europe,Northern Europe,18.24069786,-66.37055969
13736,Europe,Northern Europe,18.27879143,-66.37057495
49622,Europe,Eastern Europe,18.24979973,-66.37058258
19444,Europe,Northern Europe,18.24411583,-66.37062836
63936,Europe,Western Europe,18.29944229,-66.37052155
49622,Europe,Eastern Europe,18.24979973,-66.37058258
51911,LATAM,Central America,18.24774361,-66.37059784
58239,LATAM,Caribbean,18.26596832,-66.37063599
56678,LATAM,Central America,18.20471764,-66.37059021
53202,LATAM,Central America,18.24984551,-66.37050629
58738,LATAM,Central America,18.24146652,-66.3705368
56260,LATAM,Central America,18.26157761,-66.37051392
5042,LATAM,South America,18.28203011,-66.37054443
53202,LATAM,Central America,18.24984551,-66.37050629
55511,LATAM,Central America,18.20086861,-66.37054443
54128,LATAM,South America,18.21183395,-66.3705368
21244,Pacific Asia,Eastern Asia,18.22026825,-66.37062836
47752,Pacific Asia,Eastern Asia,18.2848053,-66.37059021
