Order Id,Category Id,Category Name,Department Id,Department Name,Order Item Cardprod Id,Order Item Id,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Status
65922,17,Cleats,4,Apparel,365,164735,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,0
63936,24,Women's Apparel,5,Golf,502,159829,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
64813,29,Shop By Sport,5,Golf,627,162007,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,0
67892,24,Women's Apparel,5,Golf,502,169747,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
12525,41,Trade-In,6,Outdoors,917,31344,917,41,,http://images.acmesports.sports/Glove+It+Women%27s+Mod+Oval+3-Zip+Carry+All+Golf+Bag,Glove It Women's Mod Oval 3-Zip Carry All Gol,0
5895,9,Cardio Equipment,3,Footwear,191,14664,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,0
56359,17,Cleats,4,Apparel,365,140970,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,0
58613,17,Cleats,4,Apparel,365,146701,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,0
7824,17,Cleats,4,Apparel,365,19564,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,0
7814,17,Cleats,4,Apparel,365,19544,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,0
7814,17,Cleats,4,Apparel,365,19542,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,0
60807,17,Cleats,4,Apparel,365,152161,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,0
53413,17,Cleats,4,Apparel,365,133456,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,0
7888,24,Women's Apparel,5,Golf,502,19707,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
6783,29,Shop By Sport,5,Golf,627,16956,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,0
56973,24,Women's Apparel,5,Golf,502,142502,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
7824,24,Women's Apparel,5,Golf,502,19563,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
55155,24,Women's Apparel,5,Golf,502,137932,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
5991,24,Women's Apparel,5,Golf,502,14921,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
2263,24,Women's Apparel,5,Golf,502,5671,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
2263,24,Women's Apparel,5,Golf,502,5669,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
53403,24,Women's Apparel,5,Golf,502,133427,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
51298,29,Shop By Sport,5,Golf,627,128201,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,0
4919,24,Women's Apparel,5,Golf,502,12307,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
52640,29,Shop By Sport,5,Golf,627,131580,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,0
6358,29,Shop By Sport,5,Golf,627,15921,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,0
57106,24,Women's Apparel,5,Golf,502,142841,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
6245,24,Women's Apparel,5,Golf,502,15634,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
52166,29,Shop By Sport,5,Golf,642,130341,642,29,,http://images.acmesports.sports/Columbia+Men%27s+PFG+Anchor+Tough+T-Shirt,Columbia Men's PFG Anchor Tough T-Shirt,0
56172,29,Shop By Sport,5,Golf,627,140494,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,0
55829,24,Women's Apparel,5,Golf,502,139611,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
52478,24,Women's Apparel,5,Golf,502,131161,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
57242,29,Shop By Sport,5,Golf,627,143183,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,0
3137,24,Women's Apparel,5,Golf,502,7805,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
60127,24,Women's Apparel,5,Golf,502,150464,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
3828,29,Shop By Sport,5,Golf,627,9521,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,0
60386,24,Women's Apparel,5,Golf,502,151122,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
973,29,Shop By Sport,5,Golf,627,2420,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,0
57999,24,Women's Apparel,5,Golf,502,145119,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
54585,24,Women's Apparel,5,Golf,502,136527,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
57598,24,Women's Apparel,5,Golf,502,144075,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
54274,24,Women's Apparel,5,Golf,502,135699,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
60673,29,Shop By Sport,5,Golf,627,151869,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,0
59387,24,Women's Apparel,5,Golf,502,148673,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
52640,24,Women's Apparel,5,Golf,502,131577,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
10007,24,Women's Apparel,5,Golf,502,24992,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,0
55984,37,Electronics,6,Outdoors,818,139976,818,37,,http://images.acmesports.sports/Titleist+Pro+V1x+Golf+Balls,Titleist Pro V1x Golf Balls,0
52478,37,Electronics,6,Outdoors,825,131164,825,37,,http://images.acmesports.sports/Bridgestone+e6+Straight+Distance+NFL+Tennessee+Titans+Golf...,Bridgestone e6 Straight Distance NFL Tennesse,0
58375,38,Kids' Golf Clubs,6,Outdoors,306,146090,306,38,,http://images.acmesports.sports/Polar+FT4+Heart+Rate+Monitor,Polar FT4 Heart Rate Monitor,0
56448,44,Hunting & Shooting,7,Fan Shop,977,141192,977,44,,http://images.acmesports.sports/ENO+Atlas+Hammock+Straps,ENO Atlas Hammock Straps,0
8221,3,Baseball & Softball,2,Fitness,44,20537,44,3,,http://images.acmesports.sports/adidas+Men%27s+F10+Messi+TRX+FG+Soccer+Cleat,adidas Men's F10 Messi TRX FG Soccer Cleat,0
58034,9,Cardio Equipment,3,Footwear,191,145203,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,0
2203,9,Cardio Equipment,3,Footwear,191,5525,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,0
53069,9,Cardio Equipment,3,Footwear,191,132642,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,0
60146,9,Cardio Equipment,3,Footwear,191,150522,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,0
55409,9,Cardio Equipment,3,Footwear,191,138585,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,0
8678,9,Cardio Equipment,3,Footwear,191,21674,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,0
7980,9,Cardio Equipment,3,Footwear,191,19945,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,0
57185,9,Cardio Equipment,3,Footwear,191,143043,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,0
8636,9,Cardio Equipment,3,Footwear,191,21551,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,0
61192,12,Boxing & MMA,3,Footwear,251,153077,251,12,,http://images.acmesports.sports/Brooks+Women%27s+Ghost+6+Running+Shoe,Brooks Women's Ghost 6 Running Shoe,0
55876,17,Cleats,4,Apparel,365,139714,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,0
53331,17,Cleats,4,Apparel,365,133251,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,0
51725,17,Cleats,4,Apparel,365,129241,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,0
52562,17,Cleats,4,Apparel,365,131382,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,0
59754,17,Cleats,4,Apparel,365,149532,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,0
53574,17,Cleats,4,Apparel,365,133893,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,0
399,17,Cleats,4,Apparel,365,989,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,0
51050,9,Cardio Equipment,3,Footwear,191,127587,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,0
45680,18,Men's Footwear,4,Apparel,403,114171,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,0
42992,18,Men's Footwear,4,Apparel,403,107395,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,0
41304,18,Men's Footwear,4,Apparel,403,103114,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,0
45680,17,Cleats,4,Apparel,365,114173,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,0
44253,18,Men's Footwear,4,Apparel,403,110494,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,0
46098,43,Camping & Hiking,7,Fan Shop,957,115235,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,0
41304,43,Camping & Hiking,7,Fan Shop,957,103115,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,0
71077,65,Consumer Electronics,10,Technology,1352,174392,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,0
69703,62,Cameras ,10,Technology,1349,173018,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,0
71112,65,Consumer Electronics,10,Technology,1352,174427,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,0
69810,62,Cameras ,10,Technology,1349,173125,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,0
71092,65,Consumer Electronics,10,Technology,1352,174407,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,0
69610,62,Cameras ,10,Technology,1349,172925,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,0
71000,65,Consumer Electronics,10,Technology,1352,174315,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,0
70734,64,Computers,10,Technology,1351,174049,1351,64,,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,0
69626,62,Cameras ,10,Technology,1349,172941,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,0
69482,62,Cameras ,10,Technology,1349,172797,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,0
70769,64,Computers,10,Technology,1351,174084,1351,64,,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,0
69643,62,Cameras ,10,Technology,1349,172958,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,0
71051,65,Consumer Electronics,10,Technology,1352,174366,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,0
69408,62,Cameras ,10,Technology,1349,172723,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,0
71123,65,Consumer Electronics,10,Technology,1352,174438,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,0
70534,64,Computers,10,Technology,1351,173849,1351,64,,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,0
69641,62,Cameras ,10,Technology,1349,172956,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,0
70960,65,Consumer Electronics,10,Technology,1352,174275,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,0
69908,62,Cameras ,10,Technology,1349,173223,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,0
70957,65,Consumer Electronics,10,Technology,1352,174272,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,0
69637,62,Cameras ,10,Technology,1349,172952,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,0
70955,65,Consumer Electronics,10,Technology,1352,174270,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,0
70919,65,Consumer Electronics,10,Technology,1352,174234,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,0
71009,65,Consumer Electronics,10,Technology,1352,174324,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,0
69653,62,Cameras ,10,Technology,1349,172968,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,0
69527,62,Cameras ,10,Technology,1349,172842,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,0
71080,65,Consumer Electronics,10,Technology,1352,174395,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,0
70544,64,Computers,10,Technology,1351,173859,1351,64,,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,0
69471,62,Cameras ,10,Technology,1349,172786,1349,62,,http://images.acmesports.sports/Web+Camera,Web Camera,0
