Order Id,Order Item Quantity,Product Price,Order Item Product Price,Order Item Total,Order Item Discount,Order Item Discount Rate
7814,3,59.99000168,59.99000168,163.7700043,16.20000076,0.090000004
60807,3,59.99000168,59.99000168,152.9700012,27.0,0.150000006
53413,3,59.99000168,59.99000168,152.9700012,27.0,0.150000006
7888,3,50.0,50.0,150.0,0.0,0.0
6783,3,39.99000168,39.99000168,115.1699982,4.800000191,0.039999999
56973,3,50.0,50.0,144.0,6.0,0.039999999
7824,3,50.0,50.0,142.5,7.5,0.050000001
55155,3,50.0,50.0,139.5,10.5,0.07
5991,3,50.0,50.0,132.0,18.0,0.119999997
2263,3,50.0,50.0,132.0,18.0,0.119999997
2263,3,50.0,50.0,130.5,19.5,0.129999995
53403,3,50.0,50.0,124.5,25.5,0.170000002
51298,3,39.99000168,39.99000168,99.58000183,20.38999939,0.170000002
4919,5,50.0,50.0,240.0,10.0,0.039999999
52640,5,39.99000168,39.99000168,189.9499969,10.0,0.050000001
6358,5,39.99000168,39.99000168,188.9499969,11.0,0.059999999
57106,5,50.0,50.0,236.25,13.75,0.059999999
6245,5,50.0,50.0,236.25,13.75,0.059999999
52166,5,30.0,30.0,136.5,13.5,0.090000004
56172,5,39.99000168,39.99000168,181.9499969,18.0,0.090000004
55829,5,50.0,50.0,225.0,25.0,0.100000001
52478,5,50.0,50.0,225.0,25.0,0.100000001
57242,5,39.99000168,39.99000168,173.9600067,25.98999977,0.129999995
3137,5,50.0,50.0,217.5,32.5,0.129999995
60127,5,50.0,50.0,217.5,32.5,0.129999995
3828,5,39.99000168,39.99000168,169.9600067,29.98999977,0.150000006
60386,5,50.0,50.0,212.5,37.5,0.150000006
973,5,39.99000168,39.99000168,167.9600067,31.98999977,0.159999996
57999,5,50.0,50.0,207.5,42.5,0.170000002
54585,5,50.0,50.0,207.5,42.5,0.170000002
57598,5,50.0,50.0,200.0,50.0,0.200000003
54274,5,50.0,50.0,200.0,50.0,0.200000003
60673,5,39.99000168,39.99000168,149.9600067,49.99000168,0.25
59387,5,50.0,50.0,187.5,62.5,0.25
52640,5,50.0,50.0,187.5,62.5,0.25
10007,5,50.0,50.0,187.5,62.5,0.25
55984,5,47.99000168,47.99000168,237.5500031,2.400000095,0.01
52478,5,31.98999977,31.98999977,153.5500031,6.400000095,0.039999999
58375,5,89.98999786,89.98999786,395.9599915,53.99000168,0.119999997
56448,5,29.98999977,29.98999977,124.4599991,25.48999977,0.170000002
8221,5,59.99000168,59.99000168,284.9500122,15.0,0.050000001
58034,5,99.98999786,99.98999786,499.9500122,0.0,0.0
2203,5,99.98999786,99.98999786,494.9500122,5.0,0.01
53069,5,99.98999786,99.98999786,484.9500122,15.0,0.029999999
60146,5,99.98999786,99.98999786,479.9500122,20.0,0.039999999
55409,5,99.98999786,99.98999786,479.9500122,20.0,0.039999999
8678,5,99.98999786,99.98999786,474.9500122,25.0,0.050000001
7980,5,99.98999786,99.98999786,474.9500122,25.0,0.050000001
57185,5,99.98999786,99.98999786,449.9599915,50.0,0.100000001
8636,5,99.98999786,99.98999786,449.9599915,50.0,0.100000001
61192,5,89.98999786,89.98999786,337.4599915,112.4899979,0.25
55876,5,59.99000168,59.99000168,299.9500122,0.0,0.0
53331,5,59.99000168,59.99000168,296.9500122,3.0,0.01
51725,5,59.99000168,59.99000168,296.9500122,3.0,0.01
52562,5,59.99000168,59.99000168,293.9500122,6.0,0.02
59754,5,59.99000168,59.99000168,290.9500122,9.0,0.029999999
53574,5,59.99000168,59.99000168,287.9500122,12.0,0.039999999
399,5,59.99000168,59.99000168,283.4500122,16.5,0.059999999
51050,1,99.98999786,99.98999786,86.98999786,13.0,0.129999995
45680,1,129.9900055,129.9900055,127.3899994,2.599999905,0.02
42992,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
41304,1,129.9900055,129.9900055,116.9899979,13.0,0.100000001
45680,1,59.99000168,59.99000168,49.18999863,10.80000019,0.180000007
44253,1,129.9900055,129.9900055,103.9899979,26.0,0.200000003
46098,1,299.980011,299.980011,296.980011,3.0,0.01
41304,1,299.980011,299.980011,293.980011,6.0,0.02
71077,1,252.8800049,252.8800049,252.8800049,0.0,0.0
69703,1,452.0400085,452.0400085,447.519989,4.519999981,0.01
71112,1,252.8800049,252.8800049,250.3500061,2.529999971,0.01
69810,1,452.0400085,452.0400085,443.0,9.039999962,0.02
71092,1,252.8800049,252.8800049,245.2899933,7.590000153,0.029999999
69610,1,452.0400085,452.0400085,433.9599915,18.07999992,0.039999999
71000,1,252.8800049,252.8800049,240.2400055,12.64000034,0.050000001
70734,1,1500.0,1500.0,1417.5,82.5,0.059999999
69626,1,452.0400085,452.0400085,427.1799927,24.86000061,0.059999999
69482,1,452.0400085,452.0400085,427.1799927,24.86000061,0.059999999
70769,1,1500.0,1500.0,1395.0,105.0,0.07
69643,1,452.0400085,452.0400085,420.3999939,31.63999939,0.07
71051,1,252.8800049,252.8800049,230.1199951,22.76000023,0.090000004
69408,1,452.0400085,452.0400085,411.3599854,40.68000031,0.090000004
71123,1,252.8800049,252.8800049,230.1199951,22.76000023,0.090000004
70534,1,1500.0,1500.0,1365.0,135.0,0.090000004
69641,1,452.0400085,452.0400085,406.8399963,45.20000076,0.100000001
70960,1,252.8800049,252.8800049,227.5899963,25.29000092,0.100000001
69908,1,452.0400085,452.0400085,384.230011,67.80999756,0.150000006
70957,1,252.8800049,252.8800049,214.9499969,37.93000031,0.150000006
69637,1,452.0400085,452.0400085,379.7099915,72.33000183,0.159999996
70955,1,252.8800049,252.8800049,209.8899994,42.99000168,0.170000002
70919,1,252.8800049,252.8800049,209.8899994,42.99000168,0.170000002
71009,1,252.8800049,252.8800049,209.8899994,42.99000168,0.170000002
69653,1,452.0400085,452.0400085,370.6700134,81.37000275,0.180000007
69527,1,452.0400085,452.0400085,370.6700134,81.37000275,0.180000007
71080,1,252.8800049,252.8800049,207.3600006,45.52000046,0.180000007
70544,1,1500.0,1500.0,1200.0,300.0,0.200000003
69471,1,452.0400085,452.0400085,339.0299988,113.0100021,0.25
68879,1,999.9899902,999.9899902,989.9899902,10.0,0.01
67214,1,79.98999786,79.98999786,78.38999939,1.600000024,0.02
17810,1,59.99000168,59.99000168,52.18999863,7.800000191,0.129999995
18793,1,44.99000168,44.99000168,43.18999863,1.799999952,0.039999999
65109,1,99.98999786,99.98999786,95.98999786,4.0,0.039999999
15673,1,99.98999786,99.98999786,94.98999786,5.0,0.050000001
18183,1,44.99000168,44.99000168,41.84000015,3.150000095,0.07
20234,1,99.98999786,99.98999786,89.98999786,10.0,0.100000001
13139,1,99.98999786,99.98999786,87.98999786,12.0,0.119999997
33824,3,44.99000168,44.99000168,128.2200012,6.75,0.050000001
31364,3,99.98999786,99.98999786,278.9700012,21.0,0.07
40495,3,99.98999786,99.98999786,272.9700012,27.0,0.090000004
31364,3,99.98999786,99.98999786,272.9700012,27.0,0.090000004
34506,3,59.99000168,59.99000168,170.9700012,9.0,0.050000001
33607,3,59.99000168,59.99000168,167.3699951,12.60000038,0.07
32617,3,59.99000168,59.99000168,158.3699951,21.60000038,0.119999997
37496,3,39.99000168,39.99000168,118.7699966,1.200000048,0.01
32617,3,25.0,25.0,73.5,1.5,0.02
49075,3,50.0,50.0,132.0,18.0,0.119999997
33824,3,50.0,50.0,132.0,18.0,0.119999997
49075,3,50.0,50.0,130.5,19.5,0.129999995
41623,3,39.99000168,39.99000168,99.58000183,20.38999939,0.170000002
39271,3,39.99000168,39.99000168,99.58000183,20.38999939,0.170000002
38598,3,24.98999977,24.98999977,74.22000122,0.75,0.01
37845,3,15.98999977,15.98999977,40.29000092,7.679999828,0.159999996
42331,4,59.99000168,59.99000168,227.9600067,12.0,0.050000001
41345,4,59.99000168,59.99000168,203.9700012,35.99000168,0.150000006
51168,4,50.0,50.0,200.0,0.0,0.0
51168,4,39.99000168,39.99000168,156.7599945,3.200000048,0.02
43599,4,50.0,50.0,189.0,11.0,0.059999999
41901,4,24.98999977,24.98999977,79.97000122,19.98999977,0.200000003
42751,4,99.98999786,99.98999786,363.9599915,36.0,0.090000004
45088,4,59.99000168,59.99000168,239.9600067,0.0,0.0
50489,4,59.99000168,59.99000168,230.3600006,9.600000381,0.039999999
44409,4,59.99000168,59.99000168,227.9600067,12.0,0.050000001
42101,4,59.99000168,59.99000168,226.7599945,13.19999981,0.059999999
50424,4,59.99000168,59.99000168,208.7700043,31.19000053,0.129999995
49825,4,50.0,50.0,200.0,0.0,0.0
41294,4,50.0,50.0,198.0,2.0,0.01
42023,4,39.99000168,39.99000168,155.1600037,4.800000191,0.029999999
47774,4,39.99000168,39.99000168,151.1600037,8.800000191,0.059999999
41827,4,30.0,30.0,111.5999985,8.399999619,0.07
47193,4,50.0,50.0,170.0,30.0,0.150000006
42626,4,50.0,50.0,160.0,40.0,0.200000003
46199,4,50.0,50.0,150.0,50.0,0.25
48468,4,24.98999977,24.98999977,94.45999908,5.5,0.059999999
51009,4,99.98999786,99.98999786,395.9599915,4.0,0.01
46229,4,99.98999786,99.98999786,391.9599915,8.0,0.02
42882,4,99.98999786,99.98999786,379.9599915,20.0,0.050000001
46827,4,99.98999786,99.98999786,363.9599915,36.0,0.090000004
48684,4,99.98999786,99.98999786,359.9599915,40.0,0.100000001
48684,4,99.98999786,99.98999786,351.9599915,48.0,0.119999997
46416,4,99.98999786,99.98999786,351.9599915,48.0,0.119999997
47343,4,99.98999786,99.98999786,339.9700012,59.99000168,0.150000006
41686,1,129.9900055,129.9900055,124.7900009,5.199999809,0.039999999
41896,1,129.9900055,129.9900055,124.7900009,5.199999809,0.039999999
28168,1,59.99000168,59.99000168,56.99000168,3.0,0.050000001
24992,1,129.9900055,129.9900055,123.4899979,6.5,0.050000001
30851,1,129.9900055,129.9900055,123.4899979,6.5,0.050000001
25074,1,129.9900055,129.9900055,123.4899979,6.5,0.050000001
76870,1,215.8200073,215.8200073,205.0299988,10.78999996,0.050000001
25163,1,129.9900055,129.9900055,123.4899979,6.5,0.050000001
28036,1,129.9900055,129.9900055,123.4899979,6.5,0.050000001
22679,1,129.9900055,129.9900055,123.4899979,6.5,0.050000001
23610,1,129.9900055,129.9900055,123.4899979,6.5,0.050000001
42828,1,59.99000168,59.99000168,56.99000168,3.0,0.050000001
41896,1,129.9900055,129.9900055,123.4899979,6.5,0.050000001
48713,1,129.9900055,129.9900055,123.4899979,6.5,0.050000001
45668,1,129.9900055,129.9900055,123.4899979,6.5,0.050000001
74796,1,461.480011,461.480011,436.1000061,25.37999916,0.059999999
27918,1,129.9900055,129.9900055,122.8399963,7.150000095,0.059999999
30097,1,59.99000168,59.99000168,56.68999863,3.299999952,0.059999999
30966,1,129.9900055,129.9900055,122.8399963,7.150000095,0.059999999
30063,1,129.9900055,129.9900055,122.8399963,7.150000095,0.059999999
22019,1,129.9900055,129.9900055,122.8399963,7.150000095,0.059999999
24230,1,129.9900055,129.9900055,122.8399963,7.150000095,0.059999999
48713,1,129.9900055,129.9900055,122.8399963,7.150000095,0.059999999
42353,1,129.9900055,129.9900055,122.8399963,7.150000095,0.059999999
45668,1,129.9900055,129.9900055,122.8399963,7.150000095,0.059999999
42134,1,129.9900055,129.9900055,120.8899994,9.100000381,0.07
21522,1,129.9900055,129.9900055,120.8899994,9.100000381,0.07
23767,1,129.9900055,129.9900055,120.8899994,9.100000381,0.07
25433,1,129.9900055,129.9900055,120.8899994,9.100000381,0.07
73893,1,215.8200073,215.8200073,200.7100067,15.10999966,0.07
30085,1,59.99000168,59.99000168,55.79000092,4.199999809,0.07
30172,1,129.9900055,129.9900055,120.8899994,9.100000381,0.07
27478,1,129.9900055,129.9900055,120.8899994,9.100000381,0.07
76976,1,215.8200073,215.8200073,200.7100067,15.10999966,0.07
24063,1,129.9900055,129.9900055,120.8899994,9.100000381,0.07
51209,1,129.9900055,129.9900055,120.8899994,9.100000381,0.07
73839,1,215.8200073,215.8200073,200.7100067,15.10999966,0.07
74723,1,461.480011,461.480011,429.1799927,32.29999924,0.07
26821,1,129.9900055,129.9900055,120.8899994,9.100000381,0.07
77102,1,215.8200073,215.8200073,200.7100067,15.10999966,0.07
41608,1,129.9900055,129.9900055,120.8899994,9.100000381,0.07
47009,1,129.9900055,129.9900055,120.8899994,9.100000381,0.07
49916,1,129.9900055,129.9900055,118.2900009,11.69999981,0.090000004
29746,1,59.99000168,59.99000168,54.59000015,5.400000095,0.090000004
72533,1,210.8500061,210.8500061,191.8699951,18.97999954,0.090000004
48608,5,50.0,50.0,225.0,25.0,0.100000001
45506,5,50.0,50.0,220.0,30.0,0.119999997
45027,5,39.99000168,39.99000168,173.9600067,25.98999977,0.129999995
46308,5,39.99000168,39.99000168,169.9600067,29.98999977,0.150000006
43685,5,50.0,50.0,210.0,40.0,0.159999996
41893,5,50.0,50.0,207.5,42.5,0.170000002
46339,5,50.0,50.0,207.5,42.5,0.170000002
46667,5,50.0,50.0,207.5,42.5,0.170000002
47647,5,50.0,50.0,205.0,45.0,0.180000007
48565,5,50.0,50.0,205.0,45.0,0.180000007
43889,5,50.0,50.0,205.0,45.0,0.180000007
45138,5,50.0,50.0,200.0,50.0,0.200000003
44160,5,39.99000168,39.99000168,149.9600067,49.99000168,0.25
49214,5,50.0,50.0,187.5,62.5,0.25
41825,5,24.98999977,24.98999977,124.9499969,0.0,0.0
44504,5,24.98999977,24.98999977,118.6999969,6.25,0.050000001
44496,5,24.98999977,24.98999977,118.0800018,6.869999886,0.059999999
45559,5,15.98999977,15.98999977,74.34999847,5.599999905,0.07
44074,5,15.98999977,15.98999977,67.16000366,12.78999996,0.159999996
49857,5,31.98999977,31.98999977,131.1600037,28.79000092,0.180000007
41786,5,29.98999977,29.98999977,119.9599991,29.98999977,0.200000003
48042,5,44.99000168,44.99000168,186.7100067,38.24000168,0.170000002
44301,5,99.98999786,99.98999786,474.9500122,25.0,0.050000001
41591,5,59.99000168,59.99000168,299.9500122,0.0,0.0
44981,5,39.99000168,39.99000168,165.9600067,33.99000168,0.170000002
41545,5,50.0,50.0,200.0,50.0,0.200000003
49910,5,47.99000168,47.99000168,196.7599945,43.18999863,0.180000007
19590,5,59.99000168,59.99000168,284.9500122,15.0,0.050000001
43650,5,34.99000168,34.99000168,174.9499969,0.0,0.0
15202,5,99.98999786,99.98999786,494.9500122,5.0,0.01
15462,5,27.98999977,27.98999977,137.1499939,2.799999952,0.02
15155,5,99.98999786,99.98999786,489.9500122,10.0,0.02
64451,5,99.98999786,99.98999786,484.9500122,15.0,0.029999999
67028,5,99.98999786,99.98999786,484.9500122,15.0,0.029999999
62336,5,99.98999786,99.98999786,484.9500122,15.0,0.029999999
11334,5,31.98999977,31.98999977,155.1499939,4.800000191,0.029999999
62885,5,99.98999786,99.98999786,479.9500122,20.0,0.039999999
66998,5,99.98999786,99.98999786,479.9500122,20.0,0.039999999
47002,5,99.98999786,99.98999786,474.9500122,25.0,0.050000001
63445,5,99.98999786,99.98999786,474.9500122,25.0,0.050000001
67566,5,99.98999786,99.98999786,474.9500122,25.0,0.050000001
18884,5,34.99000168,34.99000168,166.1999969,8.75,0.050000001
18845,5,34.99000168,34.99000168,165.3300018,9.619999886,0.059999999
66854,5,99.98999786,99.98999786,464.9500122,35.0,0.07
46955,5,99.98999786,99.98999786,454.9500122,45.0,0.090000004
55002,2,59.99000168,59.99000168,101.9800034,18.0,0.150000006
60445,2,59.99000168,59.99000168,101.9800034,18.0,0.150000006
53586,2,59.99000168,59.99000168,99.58000183,20.39999962,0.170000002
56618,2,59.99000168,59.99000168,99.58000183,20.39999962,0.170000002
51865,2,59.99000168,59.99000168,99.58000183,20.39999962,0.170000002
2937,2,50.0,50.0,100.0,0.0,0.0
54446,2,50.0,50.0,100.0,0.0,0.0
58623,2,50.0,50.0,99.0,1.0,0.01
7411,2,39.99000168,39.99000168,79.18000031,0.800000012,0.01
5348,2,50.0,50.0,97.0,3.0,0.029999999
59742,2,50.0,50.0,96.0,4.0,0.039999999
59498,2,39.99000168,39.99000168,76.77999878,3.200000048,0.039999999
3459,2,39.99000168,39.99000168,75.98000336,4.0,0.050000001
8470,2,39.99000168,39.99000168,75.98000336,4.0,0.050000001
53455,2,50.0,50.0,95.0,5.0,0.050000001
2014,2,70.0,70.0,132.3000031,7.699999809,0.059999999
55899,2,25.0,25.0,46.5,3.5,0.07
52582,2,50.0,50.0,93.0,7.0,0.07
56222,2,50.0,50.0,93.0,7.0,0.07
57829,2,39.99000168,39.99000168,72.77999878,7.199999809,0.090000004
56217,2,39.99000168,39.99000168,71.98000336,8.0,0.100000001
5893,2,39.99000168,39.99000168,71.98000336,8.0,0.100000001
5528,2,50.0,50.0,90.0,10.0,0.100000001
367,2,39.99000168,39.99000168,71.98000336,8.0,0.100000001
52353,2,50.0,50.0,90.0,10.0,0.100000001
1784,2,50.0,50.0,90.0,10.0,0.100000001
60317,2,39.99000168,39.99000168,70.37999725,9.600000381,0.119999997
6776,2,50.0,50.0,88.0,12.0,0.119999997
4487,2,50.0,50.0,87.0,13.0,0.129999995
9681,2,50.0,50.0,85.0,15.0,0.150000006
60868,2,39.99000168,39.99000168,66.37999725,13.60000038,0.170000002
53231,2,39.99000168,39.99000168,65.58000183,14.39999962,0.180000007
52601,2,39.99000168,39.99000168,65.58000183,14.39999962,0.180000007
4660,2,39.99000168,39.99000168,65.58000183,14.39999962,0.180000007
3539,2,50.0,50.0,82.0,18.0,0.180000007
53231,2,50.0,50.0,80.0,20.0,0.200000003
54488,2,50.0,50.0,80.0,20.0,0.200000003
6776,2,39.99000168,39.99000168,59.99000168,20.0,0.25
52549,2,39.99000168,39.99000168,59.99000168,20.0,0.25
60361,2,50.0,50.0,75.0,25.0,0.25
8470,2,31.98999977,31.98999977,63.34000015,0.639999986,0.01
5712,2,24.98999977,24.98999977,47.22999954,2.75,0.059999999
9309,2,19.98999977,19.98999977,35.97999954,4.0,0.100000001
8095,2,47.99000168,47.99000168,84.45999908,11.52000046,0.119999997
75892,1,327.75,327.75,262.2000122,65.55000305,0.200000003
75891,1,327.75,327.75,245.8099976,81.94000244,0.25
75890,1,327.75,327.75,327.75,0.0,0.0
75889,1,327.75,327.75,324.4700012,3.279999971,0.01
75888,1,327.75,327.75,321.2000122,6.559999943,0.02
75887,1,327.75,327.75,317.9200134,9.829999924,0.029999999
75886,1,327.75,327.75,314.6400146,13.10999966,0.039999999
75885,1,327.75,327.75,311.3599854,16.38999939,0.050000001
75884,1,327.75,327.75,309.7200012,18.03000069,0.059999999
75883,1,327.75,327.75,304.8099976,22.94000053,0.07
75882,1,327.75,327.75,298.25,29.5,0.090000004
75881,1,327.75,327.75,294.980011,32.77999878,0.100000001
75880,1,327.75,327.75,288.4200134,39.33000183,0.119999997
75879,1,327.75,327.75,285.1400146,42.61000061,0.129999995
75878,1,327.75,327.75,278.5899963,49.15999985,0.150000006
75877,1,327.75,327.75,275.3099976,52.43999863,0.159999996
75876,1,327.75,327.75,272.0299988,55.72000122,0.170000002
75875,1,327.75,327.75,268.7600098,59.0,0.180000007
75874,1,327.75,327.75,262.2000122,65.55000305,0.200000003
75873,1,327.75,327.75,245.8099976,81.94000244,0.25
75872,1,327.75,327.75,327.75,0.0,0.0
75871,1,327.75,327.75,324.4700012,3.279999971,0.01
75870,1,327.75,327.75,321.2000122,6.559999943,0.02
75869,1,327.75,327.75,317.9200134,9.829999924,0.029999999
75868,1,327.75,327.75,314.6400146,13.10999966,0.039999999
75867,1,327.75,327.75,311.3599854,16.38999939,0.050000001
75866,1,327.75,327.75,309.7200012,18.03000069,0.059999999
75865,1,327.75,327.75,304.8099976,22.94000053,0.07
75864,1,327.75,327.75,298.25,29.5,0.090000004
75863,1,327.75,327.75,294.980011,32.77999878,0.100000001
75862,1,327.75,327.75,288.4200134,39.33000183,0.119999997
75861,1,327.75,327.75,285.1400146,42.61000061,0.129999995
75860,1,327.75,327.75,278.5899963,49.15999985,0.150000006
75859,1,327.75,327.75,275.3099976,52.43999863,0.159999996
75858,1,327.75,327.75,272.0299988,55.72000122,0.170000002
75857,1,327.75,327.75,268.7600098,59.0,0.180000007
75856,1,327.75,327.75,262.2000122,65.55000305,0.200000003
75855,1,327.75,327.75,245.8099976,81.94000244,0.25
75854,1,327.75,327.75,327.75,0.0,0.0
75853,1,327.75,327.75,324.4700012,3.279999971,0.01
75852,1,327.75,327.75,321.2000122,6.559999943,0.02
75851,1,327.75,327.75,317.9200134,9.829999924,0.029999999
75850,1,327.75,327.75,314.6400146,13.10999966,0.039999999
75849,1,327.75,327.75,311.3599854,16.38999939,0.050000001
75848,1,327.75,327.75,309.7200012,18.03000069,0.059999999
75847,1,327.75,327.75,304.8099976,22.94000053,0.07
75846,1,327.75,327.75,298.25,29.5,0.090000004
75845,1,327.75,327.75,294.980011,32.77999878,0.100000001
75844,1,327.75,327.75,288.4200134,39.33000183,0.119999997
75843,1,327.75,327.75,285.1400146,42.61000061,0.129999995
75842,1,327.75,327.75,278.5899963,49.15999985,0.150000006
75841,1,327.75,327.75,275.3099976,52.43999863,0.159999996
75840,1,327.75,327.75,272.0299988,55.72000122,0.170000002
75839,1,327.75,327.75,268.7600098,59.0,0.180000007
75838,1,327.75,327.75,262.2000122,65.55000305,0.200000003
75837,1,327.75,327.75,245.8099976,81.94000244,0.25
75836,1,327.75,327.75,327.75,0.0,0.0
75835,1,327.75,327.75,324.4700012,3.279999971,0.01
75834,1,327.75,327.75,321.2000122,6.559999943,0.02
75833,1,327.75,327.75,317.9200134,9.829999924,0.029999999
75832,1,327.75,327.75,314.6400146,13.10999966,0.039999999
75831,1,327.75,327.75,311.3599854,16.38999939,0.050000001
75830,1,327.75,327.75,309.7200012,18.03000069,0.059999999
75829,1,327.75,327.75,304.8099976,22.94000053,0.07
75828,1,327.75,327.75,298.25,29.5,0.090000004
75827,1,327.75,327.75,294.980011,32.77999878,0.100000001
75826,1,327.75,327.75,288.4200134,39.33000183,0.119999997
75825,1,327.75,327.75,285.1400146,42.61000061,0.129999995
75824,1,327.75,327.75,278.5899963,49.15999985,0.150000006
75823,1,327.75,327.75,275.3099976,52.43999863,0.159999996
75822,1,327.75,327.75,272.0299988,55.72000122,0.170000002
75821,1,327.75,327.75,268.7600098,59.0,0.180000007
75820,1,327.75,327.75,262.2000122,65.55000305,0.200000003
75819,1,327.75,327.75,245.8099976,81.94000244,0.25
75818,1,327.75,327.75,327.75,0.0,0.0
75817,1,327.75,327.75,324.4700012,3.279999971,0.01
75816,1,327.75,327.75,321.2000122,6.559999943,0.02
75815,1,327.75,327.75,317.9200134,9.829999924,0.029999999
75814,1,327.75,327.75,314.6400146,13.10999966,0.039999999
75813,1,327.75,327.75,311.3599854,16.38999939,0.050000001
75812,1,327.75,327.75,309.7200012,18.03000069,0.059999999
75811,1,327.75,327.75,304.8099976,22.94000053,0.07
75810,1,327.75,327.75,298.25,29.5,0.090000004
