Order Id,Type,order date (DateOrders),Order Status,Order Customer Id,Order City,Order Country,Order State,Order Zipcode
45680,DEBIT,10/28/2016 19:23,ON_HOLD,6757,Jartum,Sudán,Jartum,
44253,DEBIT,10/7/2016 23:26,ON_HOLD,11213,Abidjan,Costa de Marfil,Lagunes,
46098,DEBIT,11/3/2016 21:49,ON_HOLD,3474,Abu Kabir,Egipto,Ash Sharqiyah,
41304,DEBIT,8/25/2016 22:16,ON_HOLD,9316,Kenitra,Marruecos,Garb-Chrarda-Beni Hsen,
71077,DEBIT,11/3/2017 13:05,COMPLETE,14630,Perugia,Italia,Umbría,
69703,DEBIT,10/14/2017 11:42,COMPLETE,13256,Nuremberg,Alemania,Bavaria,
71112,DEBIT,11/4/2017 1:21,COMPLETE,14665,Reims,Francia,Alsacia-Champaña-Ardenas-Lorena,
69810,DEBIT,10/16/2017 1:12,COMPLETE,13363,Halle,Alemania,Sajonia-Anhalt,
71092,DEBIT,11/3/2017 18:20,COMPLETE,14645,Bremerhaven,Alemania,Bremen,
69610,DEBIT,10/13/2017 3:08,COMPLETE,13163,Portici,Italia,Campania,
71000,DEBIT,11/2/2017 10:06,COMPLETE,14553,Bielefeld,Alemania,Renania del Norte-Westfalia,
70734,DEBIT,10/29/2017 12:55,COMPLETE,14287,London,Reino Unido,Inglaterra,
69626,DEBIT,10/13/2017 8:44,COMPLETE,13179,Drancy,Francia,Isla de Francia,
69482,DEBIT,10/11/2017 6:17,COMPLETE,13035,Duisburg,Alemania,Renania del Norte-Westfalia,
70769,DEBIT,10/30/2017 1:10,COMPLETE,14322,Bradford,Reino Unido,Inglaterra,
69643,DEBIT,10/13/2017 14:41,COMPLETE,13196,Agrigento,Italia,Sicilia,
71051,DEBIT,11/3/2017 3:58,COMPLETE,14604,Oldham,Reino Unido,Inglaterra,
69408,DEBIT,10/10/2017 4:21,COMPLETE,12961,Palermo,Italia,Sicilia,
71123,DEBIT,11/4/2017 5:12,COMPLETE,14676,Madrid,España,Madrid,
70534,DEBIT,10/26/2017 14:51,COMPLETE,14087,Nancy,Francia,Alsacia-Champaña-Ardenas-Lorena,
69641,DEBIT,10/13/2017 13:59,COMPLETE,13194,Girona,España,Cataluña,
70960,DEBIT,11/1/2017 20:05,COMPLETE,14513,Laon,Francia,Norte-Paso de Calais-Picardía,
69908,DEBIT,10/17/2017 11:32,COMPLETE,13461,Hartlepool,Reino Unido,Inglaterra,
70957,DEBIT,11/1/2017 19:02,COMPLETE,14510,Pontault-Combault,Francia,Isla de Francia,
69637,DEBIT,10/13/2017 12:35,COMPLETE,13190,La Rochelle,Francia,Aquitania-Lemosín-Poitou-Charentes,
70955,DEBIT,11/1/2017 18:20,COMPLETE,14508,Edinburgh,Reino Unido,Escocia,
70919,DEBIT,11/1/2017 5:44,COMPLETE,14472,Acerra,Italia,Campania,
71009,DEBIT,11/2/2017 13:15,COMPLETE,14562,Hanover,Alemania,Baja Sajonia,
69653,DEBIT,10/13/2017 18:11,COMPLETE,13206,Manchester,Reino Unido,Inglaterra,
69527,DEBIT,10/11/2017 22:03,COMPLETE,13080,Messina,Italia,Sicilia,
71080,DEBIT,11/3/2017 14:08,COMPLETE,14633,Wilhelmshaven,Alemania,Baja Sajonia,
70544,DEBIT,10/26/2017 18:21,COMPLETE,14097,Letchworth,Reino Unido,Inglaterra,
69471,DEBIT,10/11/2017 2:26,COMPLETE,13024,Kilwinning,Reino Unido,Escocia,
68879,DEBIT,10/2/2017 11:01,COMPLETE,778,Villeneuve-le-Roi,Francia,Isla de Francia,
67214,DEBIT,9/8/2017 3:42,COMPLETE,7146,Barakaldo,España,País Vasco,
17810,DEBIT,9/17/2015 23:17,COMPLETE,6365,Estocolmo,Suecia,Estocolmo,
18793,DEBIT,10/2/2015 7:40,COMPLETE,8422,Aylesbury,Reino Unido,Inglaterra,
65109,DEBIT,8/8/2017 10:13,COMPLETE,8524,Langenhagen,Alemania,Baja Sajonia,
15673,DEBIT,8/17/2015 18:35,COMPLETE,3784,Birmingham,Reino Unido,Inglaterra,
18183,DEBIT,9/23/2015 9:57,COMPLETE,10519,Amsterdam,Países Bajos,Holanda Septentrional,
20234,DEBIT,10/23/2015 8:31,COMPLETE,7132,Viena,Austria,Viena,
13139,DEBIT,7/11/2015 18:49,COMPLETE,3709,Viena,Austria,Viena,
33824,TRANSFER,5/8/2016 17:42,SUSPECTED_FRAUD,1509,Houston,Estados Unidos,Texas,77041.0
31364,TRANSFER,4/2/2016 19:51,SUSPECTED_FRAUD,1636,Gilbert,Estados Unidos,Arizona,85234.0
40495,TRANSFER,8/14/2016 2:51,SUSPECTED_FRAUD,2784,San Jose,Estados Unidos,California,95123.0
31364,TRANSFER,4/2/2016 19:51,SUSPECTED_FRAUD,1636,Gilbert,Estados Unidos,Arizona,85234.0
34506,TRANSFER,5/18/2016 16:38,SUSPECTED_FRAUD,9174,Fresno,Estados Unidos,California,93727.0
33607,TRANSFER,5/5/2016 13:40,SUSPECTED_FRAUD,122,Peoria,Estados Unidos,Arizona,85345.0
32617,TRANSFER,4/21/2016 2:50,SUSPECTED_FRAUD,3800,Cincinnati,Estados Unidos,Ohio,45231.0
37496,TRANSFER,7/1/2016 8:10,SUSPECTED_FRAUD,10029,Columbus,Estados Unidos,Indiana,47201.0
32617,TRANSFER,4/21/2016 2:50,SUSPECTED_FRAUD,3800,Cincinnati,Estados Unidos,Ohio,45231.0
49075,TRANSFER,12/17/2016 8:48,SUSPECTED_FRAUD,2805,Ottawa,Canada,Ontario,
33824,TRANSFER,5/8/2016 17:42,SUSPECTED_FRAUD,1509,Houston,Estados Unidos,Texas,77041.0
49075,TRANSFER,12/17/2016 8:48,SUSPECTED_FRAUD,2805,Ottawa,Canada,Ontario,
41623,TRANSFER,8/30/2016 14:02,SUSPECTED_FRAUD,12253,Kitchener,Canada,Ontario,
39271,TRANSFER,7/27/2016 6:01,SUSPECTED_FRAUD,3528,Philadelphia,Estados Unidos,Pensilvania,19134.0
38598,TRANSFER,7/17/2016 10:14,SUSPECTED_FRAUD,11018,Des Plaines,Estados Unidos,Illinois,60016.0
37845,TRANSFER,7/6/2016 10:26,SUSPECTED_FRAUD,3222,Elmhurst,Estados Unidos,Illinois,60126.0
42331,TRANSFER,9/9/2016 22:05,CANCELED,6246,Antananarivo,Madagascar,Analamanga,
41345,TRANSFER,8/26/2016 12:38,CANCELED,8741,Algiers,Argelia,Alger,
51168,TRANSFER,1/16/2017 22:04,CANCELED,8050,Monrovia,Liberia,Montserrado,
51168,TRANSFER,1/16/2017 22:04,CANCELED,8050,Monrovia,Liberia,Montserrado,
43599,TRANSFER,9/28/2016 10:19,CANCELED,5474,Jartum,Sudán,Jartum,
41901,TRANSFER,9/3/2016 15:26,CANCELED,474,Gagnoa,Costa de Marfil,Fromager,
42751,TRANSFER,9/16/2016 1:13,PENDING,12255,Livingstone,Zambia,Meridional,
45088,TRANSFER,10/20/2016 3:59,PENDING,10288,Fes,Marruecos,Fez-Bulmán,
50489,TRANSFER,1/7/2017 0:11,PENDING,4717,Cairo,Egipto,El Cairo,
44409,TRANSFER,10/10/2016 6:06,PENDING,4799,Dakar,Senegal,Dakar,
42101,TRANSFER,9/6/2016 13:30,PENDING,4533,Hurghada,Egipto,Al Bahr al Ahmar,
50424,TRANSFER,1/6/2017 1:25,PENDING,12383,Kenitra,Marruecos,Garb-Chrarda-Beni Hsen,
49825,TRANSFER,12/28/2016 7:33,PENDING,3518,Abidjan,Costa de Marfil,Lagunes,
41294,TRANSFER,8/25/2016 18:46,PENDING,4674,Hurghada,Egipto,Al Bahr al Ahmar,
42023,TRANSFER,9/5/2016 10:10,PENDING,8519,Niamey,Níger,Niamey,
47774,TRANSFER,11/28/2016 9:00,PENDING,5302,Sale,Marruecos,Rabat-Salé-Zemur-Zaer,
41827,TRANSFER,9/2/2016 13:30,PENDING,3594,Pretoria,SudAfrica,Gauteng,
47193,TRANSFER,11/19/2016 21:27,PENDING,9890,Marrakech,Marruecos,Marrakech-Tensift-Al Hauz,
42626,TRANSFER,9/14/2016 5:26,PENDING,1410,Bur Sudan,Sudán,Mar Rojo,
46199,TRANSFER,11/5/2016 9:13,PENDING,7521,Lagos,Nigeria,Lagos,
48468,TRANSFER,12/8/2016 12:08,PENDING,2106,Lagos,Nigeria,Lagos,
51009,TRANSFER,1/14/2017 14:22,PROCESSING,8144,Quelimane,Mozambique,Zambezia,
46229,TRANSFER,11/5/2016 19:43,PROCESSING,5643,Port Elizabeth,SudAfrica,Cabo Oriental,
42882,TRANSFER,9/17/2016 23:07,PROCESSING,2041,Shinyanga,Tanzania,Shinyanga,
46827,TRANSFER,11/14/2016 13:14,PROCESSING,7537,Kismaayo,Somalia,Jubbada Hoose,
48684,TRANSFER,12/11/2016 15:49,PROCESSING,3056,Butare,Ruanda,Meridional,
48684,TRANSFER,12/11/2016 15:49,PROCESSING,3056,Butare,Ruanda,Meridional,
46416,TRANSFER,11/8/2016 13:14,PROCESSING,7967,Cairo,Egipto,El Cairo,
47343,TRANSFER,11/22/2016 2:00,PROCESSING,1758,Newcastle,SudAfrica,KwaZulu-Natal,
41686,DEBIT,8/31/2016 12:06,COMPLETE,7884,Estambul,Turquía,Estambul,
41896,DEBIT,9/3/2016 13:41,COMPLETE,289,Jerusalén,Israel,Jerusalén,
28168,DEBIT,2/16/2016 4:09,COMPLETE,10081,Gold Coast,Australia,Queensland,
24992,DEBIT,12/31/2015 19:27,COMPLETE,1169,Newcastle,Australia,Nueva Gales del Sur,
30851,DEBIT,3/26/2016 8:07,COMPLETE,1182,Porirua,Nueva Zelanda,Wellington,
25074,DEBIT,1/2/2016 0:11,COMPLETE,717,Mildura,Australia,Victoria,
76870,DEBIT,1/27/2018 2:38,COMPLETE,20423,Brisbane,Australia,Queensland,
25163,DEBIT,1/3/2016 7:22,COMPLETE,5801,Daca,Bangladés,Daca,
28036,DEBIT,2/14/2016 5:54,COMPLETE,702,Kanpur,India,Uttar Pradesh,
22679,DEBIT,11/28/2015 1:06,COMPLETE,6951,Bangkok,Tailandia,Bangkok,
23610,DEBIT,12/11/2015 15:17,COMPLETE,6780,Bangkok,Tailandia,Bangkok,
42828,DEBIT,9/17/2016 4:12,COMPLETE,6422,Bagdad,Irak,Bagdad,
41896,DEBIT,9/3/2016 13:41,COMPLETE,289,Jerusalén,Israel,Jerusalén,
48713,DEBIT,12/12/2016 1:59,COMPLETE,5384,Adana,Turquía,Adana,
45668,DEBIT,10/28/2016 15:11,COMPLETE,2985,Riyadh,Arabia Saudí,Riad,
74796,DEBIT,12/27/2017 20:01,COMPLETE,18349,Shenzhen,China,Guangdong,
27918,DEBIT,2/12/2016 12:34,COMPLETE,11286,Tianjin,China,Tianjin,
30097,DEBIT,3/15/2016 7:58,COMPLETE,489,Perth,Australia,Australia Occidental,
30966,DEBIT,3/28/2016 0:25,COMPLETE,4510,Dunedin,Nueva Zelanda,Otago,
30063,DEBIT,3/14/2016 20:03,COMPLETE,9626,Melbourne,Australia,Victoria,
22019,DEBIT,11/18/2015 9:53,COMPLETE,9494,Ulhasnagar,India,Maharashtra,
24230,DEBIT,12/20/2015 16:29,COMPLETE,1718,Manila,Filipinas,Capital Nacional,
48713,DEBIT,12/12/2016 1:59,COMPLETE,5384,Adana,Turquía,Adana,
42353,DEBIT,9/10/2016 5:47,COMPLETE,5295,Mersin,Turquía,Mersin,
45668,DEBIT,10/28/2016 15:11,COMPLETE,2985,Riyadh,Arabia Saudí,Riad,
42134,DEBIT,9/7/2016 1:04,COMPLETE,3984,Temirtau,Kazajistán,Karagandá,
21522,DEBIT,11/11/2015 3:45,COMPLETE,5270,Tengzhou,China,Shandong,
23767,DEBIT,12/13/2015 22:17,COMPLETE,10966,Nantong,China,Jiangsu,
25433,DEBIT,1/7/2016 5:57,COMPLETE,1868,Dalian,China,Liaoning,
73893,DEBIT,12/14/2017 15:39,COMPLETE,17446,Lianyuan,China,Hunan,
30085,DEBIT,3/15/2016 3:45,COMPLETE,10071,Caloundra,Australia,Queensland,
30172,DEBIT,3/16/2016 10:14,COMPLETE,1271,Melbourne,Australia,Victoria,
27478,DEBIT,2/6/2016 2:25,COMPLETE,11930,Bendigo,Australia,Victoria,
76976,DEBIT,1/28/2018 15:46,COMPLETE,20529,Adelaide,Australia,Australia del Sur,
24063,DEBIT,12/18/2015 5:59,COMPLETE,8358,Ajmer,India,Rajastán,
51209,DEBIT,1/17/2017 12:26,COMPLETE,7705,Kerman,Irán,Kerman,
73839,DEBIT,12/13/2017 20:44,COMPLETE,17392,Vadodara,India,Guyarat,
74723,DEBIT,12/26/2017 18:26,COMPLETE,18276,Semarang,Indonesia,Java Central,
26821,DEBIT,1/27/2016 12:14,COMPLETE,7795,Cirebon,Indonesia,Java Occidental,
77102,DEBIT,1/30/2018 11:54,COMPLETE,20655,Rangún,Myanmar (Birmania),Rangún,
41608,DEBIT,8/30/2016 8:47,COMPLETE,2454,Kütahya,Turquía,Kütahya,
47009,DEBIT,11/17/2016 4:59,COMPLETE,150,Bagdad,Irak,Bagdad,
49916,DEBIT,12/29/2016 15:26,COMPLETE,10671,Namangán,Uzbekistán,Namangán,
29746,DEBIT,3/10/2016 4:59,COMPLETE,11924,Xinzhou,China,Hubei,
72533,DEBIT,11/24/2017 19:11,COMPLETE,16086,Mudanjiang,China,Heilongjiang,
48608,DEBIT,12/10/2016 13:11,COMPLETE,4398,Lokossa,Benín,Mono,
